ec5	pdb	cathids	catalytic_cathids	unrelated?	number_unrelated_domains
5.3.1.1	1lzo	3.20.20.70	3.20.20.70	y	4
5.3.1.1	3ta6	3.20.20.70	3.20.20.70	y	4
5.3.1.1	3m9y	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1dkw	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1btm	3.20.20.70	3.20.20.70	y	4
5.3.1.1	3ypi	3.20.20.70	3.20.20.70	y	4
5.3.1.1	6tim	3.20.20.70	3.20.20.70	y	4
5.3.1.1	7tim	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1if2	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1tpv	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1tpu	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1iig	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1n55	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1iih	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1i45	3.20.20.70	3.20.20.70	y	4
5.3.1.1	4mkn	3.20.20.70	3.20.20.70	y	4
5.3.1.1	4ff7	3.20.20.70	3.20.20.70	y	4
5.3.1.1	3pwa	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1mo0	3.20.20.70	3.20.20.70	y	4
5.3.1.1	4br1	3.20.20.70	3.20.20.70	y	4
5.3.1.1	5tim	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1wyi	3.20.20.70	3.20.20.70	y	4
5.3.1.1	4k6a	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2ypi	3.20.20.70	3.20.20.70	y	4
5.3.1.1	4o50	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1hti	3.20.20.70	3.20.20.70	y	4
5.3.1.1	3krs	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2vfg	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1kv5	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2vfd	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2vff	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1sw0	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1sw3	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2vfe	3.20.20.70	3.20.20.70	y	4
5.3.1.1	4o4w	3.20.20.70	3.20.20.70	y	4
5.3.1.1	4o4v	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1sw7	3.20.20.70	3.20.20.70	y	4
5.3.1.1	4o57	3.20.20.70	3.20.20.70	y	4
5.3.1.1	4o54	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1ydv	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2vfh	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1tsi	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2v0t	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1spq	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2wsr	3.20.20.70	3.20.20.70	y	4
5.3.1.1	4hhp	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1aw2	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1aw1	3.20.20.70	3.20.20.70	y	4
5.3.1.1	8tim	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2vek	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2vei	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1tph	3.20.20.70	3.20.20.70	y	4
5.3.1.1	3uwy	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2ven	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2vem	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2vel	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1tpc	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1tpb	3.20.20.70	3.20.20.70	y	4
5.3.1.1	3uww	3.20.20.70	3.20.20.70	y	4
5.3.1.1	3uwv	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1tpf	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1tpe	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1klu	3.10.320.10;2.60.40.10	3.10.320.10;2.60.40.10	y	4
5.3.1.1	3py2	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1qds	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2vfi	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1tpw	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2iam	3.10.320.10;2.60.40.10	3.10.320.10;2.60.40.10	y	4
5.3.1.1	2ian	3.10.320.10;2.60.40.10	3.10.320.10;2.60.40.10	y	4
5.3.1.1	3th6	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1sq7	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2x16	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1ssd	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1ssg	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2wsq	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1ag1	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2y62	3.20.20.70	3.20.20.70	y	4
5.3.1.1	3psw	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1ml1	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1o5x	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2x1u	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2x1t	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2vom	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2x1s	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1nf0	3.20.20.70	3.20.20.70	y	4
5.3.1.1	4bi5	3.20.20.70	3.20.20.70	y	4
5.3.1.1	4bi7	3.20.20.70	3.20.20.70	y	4
5.3.1.1	4bi6	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2v2c	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2v2d	3.20.20.70	3.20.20.70	y	4
5.3.1.1	2v2h	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1hg3	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1tcd	3.20.20.70	3.20.20.70	y	4
5.3.1.1	4g1k	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1tre	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1trd	3.20.20.70	3.20.20.70	y	4
5.3.1.1	1tri	3.20.20.70	3.20.20.70	y	4
5.3.1.3	3a9t	3.40.50.1070;3.40.275.10;3.20.14.10	3.40.50.1070;3.40.275.10;3.20.14.10	n	0
5.3.1.3	1fui	3.40.50.1070;3.40.275.10;3.20.14.10	3.40.50.1070;3.40.275.10;3.20.14.10	n	0
5.3.1.3	3a9s	3.40.50.1070;3.40.275.10;3.20.14.10	3.40.50.1070;3.40.275.10;3.20.14.10	n	0
5.3.1.3	3a9r	3.40.50.1070;3.40.275.10;3.20.14.10	3.40.50.1070;3.40.275.10;3.20.14.10	n	0
5.3.1.5	3gnx	3.20.20.150	3.20.20.150	n	0
5.3.1.5	3kbs	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xis	3.20.20.150	3.20.20.150	n	0
5.3.1.5	6xia	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xim	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xin	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xih	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xlm	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xij	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xid	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xie	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xif	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xll	3.20.20.150	3.20.20.150	n	0
5.3.1.5	6xim	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xib	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xic	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xig	3.20.20.150	3.20.20.150	n	0
5.3.1.5	4dvo	3.20.20.150	3.20.20.150	n	0
5.3.1.5	4e3v	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1did	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1die	3.20.20.150	3.20.20.150	n	0
5.3.1.5	2gyi	3.20.20.150	3.20.20.150	n	0
5.3.1.5	3kcj	3.20.20.150	3.20.20.150	n	0
5.3.1.5	3kco	3.20.20.150	3.20.20.150	n	0
5.3.1.5	3kcl	3.20.20.150	3.20.20.150	n	0
5.3.1.5	4duo	3.20.20.150	3.20.20.150	n	0
5.3.1.5	5xim	3.20.20.150	3.20.20.150	n	0
5.3.1.5	5xin	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xii	3.20.20.150	3.20.20.150	n	0
5.3.1.5	4a8i	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xyl	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1mnz	3.20.20.150	3.20.20.150	n	0
5.3.1.5	4a8l	3.20.20.150	3.20.20.150	n	0
5.3.1.5	4a8n	3.20.20.150	3.20.20.150	n	0
5.3.1.5	2gve	3.20.20.150	3.20.20.150	n	0
5.3.1.5	4qe1	3.20.20.150	3.20.20.150	n	0
5.3.1.5	4qe4	3.20.20.150	3.20.20.150	n	0
5.3.1.5	4qe5	3.20.20.150	3.20.20.150	n	0
5.3.1.5	4qdw	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1clk	3.20.20.150	3.20.20.150	n	0
5.3.1.5	4qdp	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1o1h	3.20.20.150	3.20.20.150	n	0
5.3.1.5	3cwh	3.20.20.150	3.20.20.150	n	0
5.3.1.5	3qys	3.20.20.150	3.20.20.150	n	0
5.3.1.5	5xia	3.20.20.150	3.20.20.150	n	0
5.3.1.5	2xim	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xym	3.20.20.150	3.20.20.150	n	0
5.3.1.5	2xin	3.20.20.150	3.20.20.150	n	0
5.3.1.5	4qee	3.20.20.150	3.20.20.150	n	0
5.3.1.5	4qeh	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xya	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xyb	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xyc	3.20.20.150	3.20.20.150	n	0
5.3.1.5	9xia	3.20.20.150	3.20.20.150	n	0
5.3.1.5	9xim	3.20.20.150	3.20.20.150	n	0
5.3.1.5	2g4j	3.20.20.150	3.20.20.150	n	0
5.3.1.5	4lnc	3.20.20.150	3.20.20.150	n	0
5.3.1.5	2xis	3.20.20.150	3.20.20.150	n	0
5.3.1.5	8xim	3.20.20.150	3.20.20.150	n	0
5.3.1.5	8xia	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1dxi	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1qt1	3.20.20.150	3.20.20.150	n	0
5.3.1.5	3u3h	3.20.20.150	3.20.20.150	n	0
5.3.1.5	3xis	3.20.20.150	3.20.20.150	n	0
5.3.1.5	4w4q	3.20.20.150	3.20.20.150	n	0
5.3.1.5	3xin	3.20.20.150	3.20.20.150	n	0
5.3.1.5	3xim	3.20.20.150	3.20.20.150	n	0
5.3.1.5	3ktc	3.20.20.150	3.20.20.150	n	0
5.3.1.5	2gub	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1s5n	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1s5m	3.20.20.150	3.20.20.150	n	0
5.3.1.5	3qza	3.20.20.150	3.20.20.150	n	0
5.3.1.5	7xim	3.20.20.150	3.20.20.150	n	0
5.3.1.5	4hhl	3.20.20.150	3.20.20.150	n	0
5.3.1.5	4hhm	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1a0d	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1a0e	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1a0c	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xlc	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xlb	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xla	3.20.20.150	3.20.20.150	n	0
5.3.1.5	4a8r	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xlg	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xlf	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1bxc	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1bxb	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xlk	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xlj	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xli	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xlh	3.20.20.150	3.20.20.150	n	0
5.3.1.5	3kbv	3.20.20.150	3.20.20.150	n	0
5.3.1.5	3kbw	3.20.20.150	3.20.20.150	n	0
5.3.1.5	3kbj	3.20.20.150	3.20.20.150	n	0
5.3.1.5	3kbm	3.20.20.150	3.20.20.150	n	0
5.3.1.5	3kbn	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1gw9	3.20.20.150	3.20.20.150	n	0
5.3.1.5	2glk	3.20.20.150	3.20.20.150	n	0
5.3.1.5	3n4a	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1muw	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1oad	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xle	3.20.20.150	3.20.20.150	n	0
5.3.1.5	4xim	3.20.20.150	3.20.20.150	n	0
5.3.1.5	4xia	3.20.20.150	3.20.20.150	n	0
5.3.1.5	1xld	3.20.20.150	3.20.20.150	n	0
5.3.1.5	4j4k	3.20.20.150	3.20.20.150	n	0
5.3.1.5	4xis	3.20.20.150	3.20.20.150	n	0
5.3.1.6	3kwm	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	4x84	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	3ph3	3.40.1400.10	3.40.1400.10	y	3
5.3.1.6	3hhe	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	3m1p	3.40.1400.10	3.40.1400.10	y	3
5.3.1.6	4nml	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	2bet	3.40.1400.10	3.40.1400.10	y	3
5.3.1.6	2bes	3.40.1400.10	3.40.1400.10	y	3
5.3.1.6	3he8	3.40.1400.10	3.40.1400.10	y	3
5.3.1.6	1xtz	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	4m8l	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	1usl	3.40.1400.10	3.40.1400.10	y	3
5.3.1.6	3uw1	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	3l7o	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	1o1x	3.40.1400.10	3.40.1400.10	y	3
5.3.1.6	3u7j	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	1nn4	3.40.1400.10	3.40.1400.10	y	3
5.3.1.6	1lkz	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	1o8b	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	3hee	3.40.1400.10	3.40.1400.10	y	3
5.3.1.6	3k7o	3.40.1400.10	3.40.1400.10	y	3
5.3.1.6	3ixq	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	2f8m	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	2vvo	3.40.1400.10	3.40.1400.10	y	3
5.3.1.6	3k7s	3.40.1400.10	3.40.1400.10	y	3
5.3.1.6	3s5p	3.40.1400.10	3.40.1400.10	y	3
5.3.1.6	3k7p	3.40.1400.10	3.40.1400.10	y	3
5.3.1.6	4io1	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	4gmk	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	3qd5	3.40.1400.10	3.40.1400.10	y	3
5.3.1.6	1ks2	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	1m0s	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	3k8c	3.40.1400.10	3.40.1400.10	y	3
5.3.1.6	4em8	3.40.1400.10	3.40.1400.10	y	3
5.3.1.6	1lk7	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	1lk5	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	2vvr	3.40.1400.10	3.40.1400.10	y	3
5.3.1.6	2vvp	3.40.1400.10	3.40.1400.10	y	3
5.3.1.6	2vvq	3.40.1400.10	3.40.1400.10	y	3
5.3.1.6	1uj4	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	1uj5	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	1uj6	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	3enq	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	3env	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.6	3enw	3.40.50.1360;3.30.70.260	3.40.50.1360;3.30.70.260	y	3
5.3.1.8	1pmi	2.60.120.10;1.10.441.10;2.60.120.10	2.60.120.10;2.60.120.10	y	3
5.3.1.8	3h1y	2.60.120.10;2.60.120.10;1.10.441.10	2.60.120.10;2.60.120.10	y	3
5.3.1.8	1x9h	3.40.50.10490;3.40.50.10490	3.40.50.10490;3.40.50.10490	y	3
5.3.1.8	1qwr	2.60.120.10;2.60.120.10	2.60.120.10;2.60.120.10	y	3
5.3.1.8	2gz6	1.50.10.10	1.50.10.10	y	3
5.3.1.8	1tzc	3.40.50.10490;3.40.50.10490	3.40.50.10490;3.40.50.10490	y	3
5.3.1.8	1tzb	3.40.50.10490;3.40.50.10490	3.40.50.10490;3.40.50.10490	y	3
5.3.1.8	3h1m	2.60.120.10;2.60.120.10;1.10.441.10	2.60.120.10;2.60.120.10	y	3
5.3.1.8	3h1w	2.60.120.10;2.60.120.10;1.10.441.10	2.60.120.10;2.60.120.10	y	3
5.3.1.8	2wfp	2.60.120.10;2.60.120.10;1.10.441.10	2.60.120.10;2.60.120.10	y	3
5.3.1.8	1x9i	3.40.50.10490;3.40.50.10490	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	2cxq	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1gzv	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	2cxs	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	2cxr	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1x9h	3.40.50.10490;3.40.50.10490	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1x9i	3.40.50.10490;3.40.50.10490	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1x7n	2.60.120.10	2.60.120.10	y	3
5.3.1.9	3pr3	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1q50	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	2cvp	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1g98	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	3qki	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	3ifs	3.40.50.10490;3.40.50.10490	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1b0z	3.40.50.10490;3.40.50.10490	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	2cxu	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1x82	2.60.120.10	2.60.120.10	y	3
5.3.1.9	2cxo	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	2cxn	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1u0f	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1u0g	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1hox	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1u0e	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	3q7i	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1qxr	2.60.120.10	2.60.120.10	y	3
5.3.1.9	1qy4	2.60.120.10	2.60.120.10	y	3
5.3.1.9	1iat	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	3ljk	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	4luk	2.60.120.10	2.60.120.10	y	3
5.3.1.9	1qxj	2.60.120.10	2.60.120.10	y	3
5.3.1.9	4lta	2.60.120.10	2.60.120.10	y	3
5.3.1.9	1t10	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1jlh	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	2cxt	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1tzc	3.40.50.10490;3.40.50.10490	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	3nbu	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1c7q	3.40.50.10490;3.40.50.10490	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	4em6	3.40.50.10490;3.40.50.10490	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1c7r	3.40.50.10490;3.40.50.10490	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	2cxp	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	4lum	2.60.120.10	2.60.120.10	y	3
5.3.1.9	4lul	2.60.120.10	2.60.120.10	y	3
5.3.1.9	1dqr	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1tzb	3.40.50.10490;3.40.50.10490	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	3q88	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	2q8n	3.40.50.10490;3.40.50.10490	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	3hjb	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1gzd	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1xtb	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	3ff1	3.40.50.10490;3.40.50.10490	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	3m5p	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1n8t	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	2gc1	2.60.120.10	2.60.120.10	y	3
5.3.1.9	1zzg	3.40.50.10490;3.40.50.10490	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	3sxw	2.60.120.10	2.60.120.10	y	3
5.3.1.9	2gc0	2.60.120.10	2.60.120.10	y	3
5.3.1.9	1hm5	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	2gc2	2.60.120.10	2.60.120.10	y	3
5.3.1.9	2gc3	2.60.120.10	2.60.120.10	y	3
5.3.1.9	3cv0	1.25.40.10	1.25.40.10	y	3
5.3.1.9	1nuh	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	2o2d	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	2o2c	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	2pgi	3.40.50.10490;3.40.50.10490	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1x8e	2.60.120.10	2.60.120.10	y	3
5.3.1.9	1jiq	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	2wu8	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	3ujh	3.40.50.10490;3.40.50.10490	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1iri	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1koj	3.40.50.10490;3.40.50.10490;1.10.1390.10	3.40.50.10490;3.40.50.10490	y	3
5.3.1.9	1j3p	2.60.120.10	2.60.120.10	y	3
5.3.1.9	1j3q	2.60.120.10	2.60.120.10	y	3
5.3.1.9	1j3r	2.60.120.10	2.60.120.10	y	3
5.3.1.12	2q01	3.20.20.140;1.10.2020.10	3.20.20.140;1.10.2020.10	n	0
5.3.1.12	3iac	3.20.20.140;1.10.2020.10	3.20.20.140;1.10.2020.10	n	0
5.3.1.12	1j5s	3.20.20.140;1.10.2020.10	3.20.20.140;1.10.2020.10	n	0
5.3.1.13	2xhz	3.40.50.10490	3.40.50.10490	y	2
5.3.1.13	4o9k	3.10.580.10	3.10.580.10	y	2
5.3.1.14	3iui	3.20.20.150	3.20.20.150	n	0
5.3.1.14	3iuh	3.20.20.150	3.20.20.150	n	0
5.3.1.14	3iud	3.20.20.150	3.20.20.150	n	0
5.3.1.14	3uxi	3.20.20.150	3.20.20.150	n	0
5.3.1.14	1d8w	3.20.20.150	3.20.20.150	n	0
5.3.1.14	3uu0	3.20.20.150	3.20.20.150	n	0
5.3.1.14	2i56	3.20.20.150	3.20.20.150	n	0
5.3.1.14	2i57	3.20.20.150	3.20.20.150	n	0
5.3.1.14	3p14	3.20.20.150	3.20.20.150	n	0
5.3.1.14	1de5	3.20.20.150	3.20.20.150	n	0
5.3.1.14	1de6	3.20.20.150	3.20.20.150	n	0
5.3.1.14	3uva	3.20.20.150	3.20.20.150	n	0
5.3.1.14	4gji	3.20.20.150	3.20.20.150	n	0
5.3.1.14	4gjj	3.20.20.150	3.20.20.150	n	0
5.3.1.14	3itl	3.20.20.150	3.20.20.150	n	0
